Date,omega,alpha,beta,persistence,sigma2,sigma
2005-02-09,4.374558e-05,0.047117013,0.84123504,0.88835204,0.000530696,0.02303684
2005-02-10,6.959547e-05,0.05025345,0.8306395,0.88089293,0.00049018906,0.022140214
2005-02-11,6.6625755e-05,0.050609753,0.82815486,0.8787646,0.0004767907,0.021835538
2005-02-14,1.2933246e-05,0.027879426,0.8860816,0.913961,0.00046741634,0.021619814
2005-02-15,2.9266226e-05,0.037278812,0.8626686,0.8999474,0.00042710258,0.02066646
2005-02-16,3.1184794e-05,0.03923537,0.85885656,0.8980919,0.00040448445,0.0201118
2005-02-17,7.986494e-05,0.05021696,0.8265664,0.8767834,0.00038301892,0.019570868
2005-02-18,2.7281572e-05,0.03720448,0.85936916,0.89657366,0.0004441308,0.02107441
2005-02-22,8.153373e-05,0.0546442,0.8188982,0.8735424,0.00040917317,0.02022803
2005-02-23,4.125718e-05,0.05143139,0.8299967,0.8814281,0.0004746112,0.021785574
2005-02-24,6.714142e-05,0.045605976,0.8366281,0.88223404,0.00049332157,0.022210844
2005-02-25,6.499205e-05,0.044815198,0.8404307,0.88524586,0.00047991387,0.021906937
2005-02-28,4.0908108e-05,0.042208117,0.84818846,0.8903966,0.0006477115,0.025450177
2005-03-01,0.0001581421,0.06086776,0.8034806,0.8643484,0.0005905205,0.024300627
2005-03-02,1.2442631e-06,0.017635291,0.9171988,0.93483406,0.0006359014,0.025217086
2005-03-03,8.14282e-06,0.03040816,0.8803111,0.9107192,0.00058505154,0.024187839
2005-03-04,5.9205668e-06,0.028894601,0.8886886,0.9175832,0.00052555976,0.02292509
2005-03-07,1.1148653e-05,0.032235596,0.8782731,0.91050875,0.00047793228,0.021861663
2005-03-08,1.304309e-05,0.03443501,0.8732226,0.9076576,0.00043151382,0.020772912
2005-03-09,1.4189667e-05,0.040489275,0.860272,0.90076125,0.0004032467,0.020081004
2005-03-10,1.4947937e-05,0.033105787,0.87442034,0.90752614,0.00036207002,0.019028138
2005-03-11,2.7414875e-05,0.038710836,0.8594333,0.8981441,0.00034035067,0.018448595
2005-03-14,1.6882701e-05,0.035959776,0.8625294,0.8984892,0.00031994245,0.017886935
2005-03-15,9.333394e-06,0.030454082,0.88124514,0.91169924,0.00039288064,0.019821217
2005-03-16,3.860271e-05,0.04441367,0.8430801,0.8874938,0.00035659457,0.018883713
2005-03-17,2.538843e-05,0.042044505,0.8500537,0.89209825,0.00033940375,0.018422913
2005-03-18,2.0220476e-05,0.035609093,0.8643519,0.899961,0.00031566728,0.017767027
2005-03-21,8.518445e-06,0.02811008,0.8862835,0.9143936,0.00029393422,0.01714451
2005-03-22,1.4914654e-05,0.035740767,0.86517346,0.90091425,0.00027013477,0.016435778
2005-03-23,1.0492047e-05,0.028485637,0.8831195,0.9116052,0.00025185605,0.015869973
2005-03-24,1.024033e-05,0.029434728,0.8813243,0.91075903,0.00023947938,0.015475121
2005-03-28,1.5436292e-05,0.035710264,0.8639307,0.899641,0.00022460436,0.014986807
2005-03-29,2.9264413e-05,0.038799282,0.8566232,0.89542246,0.00021227771,0.014569753
2005-03-30,1.822928e-05,0.03647503,0.8614153,0.8978903,0.0002909397,0.017056955
2005-03-31,2.7476517e-05,0.0389753,0.85352117,0.89249647,0.00028152694,0.016778765
2005-04-01,1.7797971e-05,0.037777163,0.8599043,0.8976815,0.00029340896,0.017129185
2005-04-04,1.2558502e-05,0.032832384,0.87217784,0.9050102,0.00027607442,0.016615488
2005-04-05,3.1284613e-05,0.038679395,0.85187113,0.89055055,0.0002666057,0.016328065
2005-04-06,2.435166e-05,0.036884025,0.85900277,0.8958868,0.00025870008,0.016084157
2005-04-07,1.528332e-05,0.0335508,0.8686334,0.9021842,0.00024668776,0.015706297
2005-04-08,1.0040737e-05,0.031721827,0.8762255,0.9079473,0.00025159333,0.015861694
2005-04-11,2.601792e-05,0.038189452,0.8548091,0.8929986,0.00023952057,0.015476452
2005-04-12,1.8548975e-05,0.038401682,0.85949844,0.8979001,0.00023407738,0.0152995875
2005-04-13,2.3558496e-05,0.038178056,0.8532572,0.89143527,0.0002537241,0.01592872
2005-04-14,3.171854e-05,0.038365755,0.85577536,0.89414114,0.0002502925,0.015820635
2005-04-15,5.7360783e-05,0.04977185,0.82738996,0.8771618,0.0002524611,0.015889024
2005-04-18,2.1158354e-05,0.032378957,0.86958665,0.9019656,0.00027135148,0.01647275
2005-04-19,3.2099924e-05,0.04220749,0.840445,0.88265246,0.0002585461,0.016079368
2005-04-20,2.9542678e-05,0.04344077,0.844777,0.88821775,0.00025729768,0.016040502
2005-04-21,4.3054682e-05,0.040437907,0.84507453,0.8855125,0.00024704414,0.015717639
2005-04-22,3.7007376e-05,0.043774746,0.8390652,0.8828399,0.0002523042,0.015884086
2005-04-25,2.9943933e-05,0.0408551,0.84776187,0.888617,0.00027191054,0.01648971
2005-04-26,3.8762846e-05,0.0417233,0.8408019,0.8825252,0.00026180848,0.016180497
2005-04-27,3.6261357e-05,0.04164156,0.84207296,0.8837145,0.0002597429,0.01611654
2005-04-28,1.7314114e-05,0.03204481,0.8640015,0.89604634,0.00037441115,0.019349707
2005-04-29,4.5593708e-05,0.047005177,0.8335749,0.88058007,0.00034080626,0.018460939
2005-05-02,1.1812877e-05,0.02882887,0.87920374,0.9080326,0.00035753768,0.018908666
2005-05-03,4.5204015e-05,0.05128463,0.8265401,0.8778247,0.00033446672,0.018288432
2005-05-04,2.5050751e-05,0.038164422,0.8526702,0.8908346,0.00036028182,0.018981092
2005-05-05,7.5060016e-05,0.05237725,0.8209707,0.87334794,0.00034408164,0.018549437
2005-05-06,4.179531e-05,0.043698814,0.8429801,0.8866789,0.00036203847,0.019027308
2005-05-09,5.9290414e-05,0.04596533,0.8313305,0.8772958,0.00035172116,0.01875423
2005-05-10,3.58664e-05,0.04261389,0.84753203,0.8901459,0.00035468853,0.018833177
2005-05-11,9.242385e-05,0.055294447,0.80750525,0.8627997,0.00033688586,0.018354451
2005-05-12,1.1832727e-05,0.030998562,0.87596875,0.90696734,0.0003645915,0.019094279
2005-05-13,1.6569174e-05,0.0342382,0.86317664,0.89741486,0.00035210367,0.018764425
2005-05-16,1.4969564e-05,0.033590227,0.8719191,0.90550935,0.0003210284,0.017917266
2005-05-17,1.45690565e-05,0.034089323,0.866391,0.90048033,0.000301238,0.01735621
2005-05-18,4.590463e-05,0.05166872,0.8224099,0.87407863,0.00027632847,0.01662313
2005-05-19,1.2550499e-05,0.031958837,0.8715145,0.9034733,0.00028182194,0.016787553
2005-05-20,2.5888994e-05,0.039485067,0.8507353,0.8902204,0.00025908838,0.016096223
2005-05-23,4.402024e-06,0.02268172,0.9011912,0.9238729,0.00024647822,0.015699625
2005-05-24,1.0426437e-05,0.032822613,0.87328994,0.90611255,0.0002288615,0.015128169
2005-05-25,0.00011908131,0.057526592,0.8026498,0.8601764,0.00021293918,0.014592436
2005-05-26,9.3182476e-05,0.05210607,0.8163287,0.8684348,0.00029158947,0.017075991
2005-05-27,7.31822e-05,0.044593938,0.8246902,0.86928415,0.0003805413,0.019507468
2005-05-31,2.9513994e-05,0.042590734,0.84455097,0.8871417,0.00045713648,0.02138075
2005-06-01,6.4631706e-05,0.053055197,0.81518316,0.86823833,0.00041568745,0.020388415
2005-06-02,1.1352798e-05,0.03593119,0.8686032,0.9045344,0.000610079,0.024699777
2005-06-03,9.971371e-05,0.05145116,0.8146302,0.86608136,0.0005420025,0.023280947
2005-06-06,1.734348e-05,0.03615364,0.86782163,0.90397525,0.0005454257,0.02335435
2005-06-07,8.80151e-05,0.053106647,0.81298727,0.86609393,0.0005341525,0.02311174
2005-06-08,4.860638e-05,0.04272613,0.8432225,0.88594866,0.0005223091,0.022854082
2005-06-09,2.5183757e-05,0.03514259,0.85524523,0.89038783,0.00050267664,0.022420451
2005-06-10,3.3747667e-05,0.046336688,0.84276515,0.88910186,0.00045658764,0.021367911
2005-06-13,2.272087e-05,0.033807196,0.86409575,0.89790297,0.0004304978,0.02074844
2005-06-14,4.9028124e-05,0.05082819,0.8269537,0.87778187,0.00046730784,0.021617305
2005-06-15,4.3796867e-05,0.042880785,0.84095377,0.88383454,0.00043641403,0.020890525
2005-06-16,1.8150413e-05,0.03664074,0.85937595,0.8960167,0.0004472397,0.021148043
2005-06-17,4.1495212e-05,0.04577622,0.83475876,0.880535,0.00042181308,0.020538088
2005-06-20,4.331354e-05,0.046629254,0.83585304,0.8824823,0.0003983433,0.019958539
2005-06-21,0.00015963212,0.059815295,0.79454505,0.85436034,0.00037656055,0.019405168
2005-06-22,2.3259458e-05,0.032463316,0.86365587,0.8961192,0.00049857504,0.022328794
2005-06-23,6.295296e-05,0.04938213,0.82423085,0.873613,0.00045442468,0.02131724
2005-06-24,7.394564e-05,0.057813615,0.810138,0.86795163,0.00043840203,0.020938052
2005-06-27,3.5509795e-05,0.04017086,0.8453163,0.88548714,0.00044234388,0.021031972
2005-06-28,2.7866243e-05,0.03715075,0.8512614,0.8884121,0.00044684668,0.021138748
2005-06-29,2.2169723e-05,0.032413397,0.86407125,0.8964847,0.0004276451,0.020679582
2005-06-30,3.0198762e-05,0.03969627,0.8519762,0.8916725,0.00039987423,0.019996855
2005-07-01,7.612619e-05,0.047173575,0.8244029,0.8715765,0.00037976852,0.019487651
2005-07-05,4.4845223e-05,0.050488334,0.82333434,0.8738227,0.0004234985,0.02057908
2005-07-06,2.8269607e-05,0.03830096,0.8487284,0.8870294,0.00048101245,0.021931997
2005-07-07,1.3651504e-05,0.036277175,0.86010015,0.8963773,0.00046698685,0.021609878
2005-07-08,2.293412e-05,0.029814353,0.86218464,0.891999,0.00046864134,0.021648126
2005-07-11,7.218768e-05,0.04703345,0.8280106,0.87504405,0.00043000744,0.02073662
2005-07-12,5.4638887e-05,0.046367355,0.835864,0.88223135,0.00042871444,0.02070542
2005-07-13,6.907004e-05,0.054324545,0.81357914,0.8679037,0.000532804,0.023082547
2005-07-14,7.4870164e-05,0.048114505,0.82701486,0.87512934,0.0005027674,0.022422476
2005-07-15,7.3855095e-05,0.047740452,0.82846576,0.8762062,0.00049302785,0.02220423
2005-07-18,0.00011859258,0.05766679,0.8056035,0.8632703,0.0004823383,0.021962201
2005-07-19,8.0971884e-05,0.045677572,0.8270404,0.872718,0.00054411043,0.023326175
2005-07-20,5.759677e-05,0.04788838,0.8302213,0.8781097,0.00053431594,0.023115275
2005-07-21,0.00012742898,0.057063177,0.801819,0.8588822,0.00050223223,0.022410538
2005-07-22,4.3216765e-05,0.04036483,0.84035724,0.88072205,0.0005944172,0.024380673
2005-07-25,2.7241107e-05,0.04544514,0.84455955,0.8900047,0.0005481235,0.023412038
2005-07-26,0.0002074612,0.06705865,0.7790393,0.84609795,0.00049848005,0.022326667
2005-07-27,0.00022263061,0.06834769,0.7754927,0.8438404,0.00062072504,0.024914354
2005-07-28,0.0001253084,0.06030564,0.79636633,0.856672,0.00076375506,0.027636118
2005-07-29,0.00022216322,0.06710451,0.7816038,0.84870833,0.00073588185,0.027127143
2005-08-01,5.690005e-05,0.048860446,0.828537,0.8773974,0.00083803746,0.028948877
2005-08-02,0.00024923153,0.06945962,0.7755248,0.8449844,0.0008065852,0.028400443
2005-08-03,0.00010750793,0.05647754,0.8071604,0.8636379,0.0009261798,0.030433202
2005-08-04,0.0001448413,0.05824857,0.80058,0.8588286,0.00085563335,0.02925121
2005-08-05,0.00018747756,0.06922024,0.7766768,0.845897,0.00084188115,0.029015189
2005-08-08,7.938813e-05,0.056289826,0.812183,0.8684729,0.0008909987,0.029849602
2005-08-09,0.00042418335,0.08585369,0.7433806,0.8292343,0.0008032111,0.02834098
2005-08-10,0.000103297134,0.05469148,0.81058764,0.86527914,0.0010226013,0.031978138
2005-08-11,3.70127e-05,0.049804997,0.8261523,0.8759573,0.0010568881,0.032509815
2005-08-12,7.239433e-05,0.05504214,0.8112079,0.86625004,0.0009416594,0.03068647
2005-08-15,4.7294165e-05,0.046939816,0.8298248,0.8767646,0.0008874736,0.029790495
2005-08-16,5.0899864e-05,0.04533688,0.83653975,0.88187665,0.0007848738,0.028015599
2005-08-17,4.0356692e-05,0.045875534,0.83301055,0.8788861,0.0007295946,0.027011009
2005-08-18,1.5124798e-05,0.029897666,0.876976,0.9068737,0.00071301736,0.026702385
2005-08-19,3.576717e-05,0.037402306,0.84956247,0.8869648,0.00071652356,0.026767958
2005-08-22,2.4958312e-05,0.046008825,0.8443446,0.89035344,0.00066006096,0.02569165
2005-08-23,0.00010310131,0.055456273,0.8118754,0.8673317,0.0006910894,0.026288578
2005-08-24,0.00023775513,0.073707044,0.77346224,0.8471693,0.0006728083,0.025938548
2005-08-25,7.2418916e-05,0.054273017,0.8163635,0.8706365,0.00082770595,0.028769879
2005-08-26,0.00035532322,0.064517446,0.77861273,0.8431302,0.00077335426,0.027809247
2005-08-29,0.00033384465,0.069174506,0.77877575,0.8479503,0.00095782516,0.03094875
2005-08-30,2.318404e-05,0.03040639,0.8599785,0.8903849,0.0018055595,0.042491876
2005-08-31,1.0462837e-06,0.016239937,0.91037273,0.9266127,0.00173486,0.04165165
2005-09-01,2.5579278e-05,0.03250049,0.8659462,0.8984467,0.0015846048,0.039807096
2005-09-02,9.733771e-05,0.051188476,0.8234139,0.8746024,0.0014175058,0.037649777
2005-09-06,7.3637035e-05,0.045003317,0.84876555,0.89376885,0.0012660923,0.035582192
2005-09-07,8.283116e-05,0.054307863,0.8242535,0.8785614,0.0011486065,0.033891097
2005-09-08,1.713878e-05,0.029605,0.8729512,0.9025562,0.0011155817,0.033400327
2005-09-09,5.8620866e-05,0.051138848,0.8269011,0.87803996,0.0009960354,0.03156003
2005-09-12,5.6632944e-05,0.04764404,0.83821493,0.88585895,0.0008849856,0.029748708
2005-09-13,6.0816023e-05,0.048681214,0.83297765,0.88165885,0.00081886695,0.028615851
2005-09-14,0.00020720459,0.06875099,0.7720699,0.84082085,0.00077210437,0.027786765
2005-09-15,0.0005799672,0.085473135,0.7315979,0.817071,0.00089676864,0.029946096
2005-09-16,0.0005429356,0.07562474,0.75157493,0.8271997,0.0012558359,0.035437774
2005-09-19,8.090003e-05,0.04659709,0.83129674,0.8778938,0.00150858,0.038840443
2005-09-20,1.3586149e-06,0.017178372,0.90701944,0.9241978,0.0020971259,0.045794386
2005-09-21,2.1653674e-05,0.031244589,0.8744129,0.9056575,0.0019066178,0.043664835
2005-09-22,0.00014576197,0.061060093,0.7891779,0.85023797,0.0016911987,0.041124187
2005-09-23,7.994921e-05,0.050792508,0.8188771,0.8696696,0.0014942944,0.038656104
2005-09-26,1.428836e-05,0.027137948,0.8864851,0.91362303,0.001373154,0.037056092
2005-09-27,0.00042619757,0.08319474,0.73808134,0.82127607,0.0012340059,0.03512842
2005-09-28,0.0001943719,0.06248338,0.79550034,0.8579837,0.001361958,0.036904715
2005-09-29,1.745715e-05,0.028035363,0.86483234,0.8928677,0.0018342541,0.042828195
2005-09-30,9.204875e-05,0.047914524,0.83854085,0.88645536,0.0016157645,0.04019657
2005-10-03,0.00019608434,0.058313046,0.81425494,0.872568,0.0014650666,0.038276188
2005-10-04,0.0002312143,0.06240581,0.8003827,0.8627885,0.0013918635,0.037307687
2005-10-05,0.00020781838,0.06274439,0.7954285,0.8581729,0.0013588476,0.03686255
2005-10-06,0.00012544145,0.05536155,0.8158151,0.87117666,0.001289169,0.035905
2005-10-07,5.56125e-05,0.04093787,0.8379004,0.8788383,0.0013669421,0.03697218
2005-10-10,0.00014419349,0.0644307,0.79292923,0.85735995,0.001206013,0.0347277
2005-10-11,0.000283114,0.07106529,0.77377045,0.84483576,0.0011238639,0.033524077
2005-10-12,0.000142648,0.06482581,0.79362214,0.85844797,0.0012824922,0.0358119
2005-10-13,0.00026695858,0.070058994,0.774379,0.844438,0.001160537,0.034066655
2005-10-14,0.0002249364,0.059933707,0.7891799,0.84911364,0.0012352441,0.03514604
2005-10-17,0.00010036571,0.053548284,0.8136638,0.86721206,0.001204537,0.03470644
2005-10-18,4.1307954e-05,0.04425516,0.840641,0.88489616,0.0012111624,0.03480176
2005-10-19,3.6537316e-05,0.038030196,0.8562934,0.8943236,0.0011106937,0.033327073
2005-10-20,7.5709446e-05,0.05331197,0.8242214,0.8775333,0.0009911219,0.03148209
2005-10-21,0.00012851306,0.0555604,0.80345225,0.85901266,0.0009913072,0.031485032
2005-10-24,0.00010137079,0.05866282,0.80723643,0.86589926,0.00092855137,0.03047214
2005-10-25,2.0612366e-05,0.03698713,0.8664095,0.9033966,0.0008571676,0.029277425
2005-10-26,3.95448e-05,0.041412953,0.84046966,0.8818826,0.0011167887,0.033418387
2005-10-27,3.9294948e-05,0.043424685,0.8492553,0.89268,0.0009962528,0.031563472
2005-10-28,6.301631e-05,0.04882695,0.834033,0.88285995,0.00089490245,0.02991492
2005-10-31,4.8101785e-05,0.04228581,0.8365523,0.8788381,0.0009719848,0.031176671
2005-11-01,3.934488e-05,0.043766968,0.8426028,0.88636976,0.0010522737,0.032438766
2005-11-02,0.0001904193,0.06947723,0.7679805,0.8374578,0.00096170907,0.031011434
2005-11-03,0.0001805676,0.0717363,0.7804061,0.8521424,0.00096175005,0.031012096
2005-11-04,0.00038626342,0.09233172,0.7376158,0.82994753,0.0009350582,0.030578721
2005-11-07,0.00011233263,0.05824392,0.8101968,0.86844075,0.0011274546,0.03357759
2005-11-08,0.0002244032,0.06991454,0.78552526,0.8554398,0.0011164224,0.033412907
2005-11-09,0.000335339,0.07099882,0.76931745,0.8403163,0.0011044756,0.03323365
2005-11-10,0.00024648014,0.06449035,0.7884573,0.8529476,0.001192803,0.03453698
2005-11-11,0.0002206371,0.06352139,0.7859218,0.8494432,0.0012271651,0.035030916
2005-11-14,0.00014297347,0.058832526,0.80758756,0.8664201,0.0012380163,0.035185456
2005-11-15,0.00039355012,0.077015854,0.7571235,0.83413935,0.0011474376,0.03387385
2005-11-16,6.253293e-05,0.04773381,0.83623946,0.88397324,0.0012633508,0.035543647
2005-11-17,0.00017718978,0.06580652,0.7922926,0.8580991,0.0013160565,0.03627749
2005-11-18,0.00014920901,0.058986712,0.8007088,0.8596955,0.0012863735,0.03586605
2005-11-21,0.0003024817,0.072725296,0.76407236,0.83679765,0.0012992684,0.036045365
2005-11-22,0.000264862,0.074743144,0.7692026,0.84394574,0.0012989768,0.03604132
2005-11-23,0.00026367718,0.07201404,0.78163576,0.8536498,0.0013099227,0.036192853
2005-11-28,0.00012607076,0.06026878,0.8085487,0.86881745,0.0012875877,0.035882972
2005-11-29,0.00037167434,0.07839937,0.75451577,0.8329151,0.0012564503,0.035446443
2005-11-30,0.000109007386,0.058075093,0.81772584,0.8758009,0.0015051863,0.03879673
2005-12-01,0.0001392407,0.06022348,0.812262,0.87248546,0.00165376,0.040666446
2005-12-02,0.000108302964,0.059788194,0.8000182,0.85980636,0.0015406156,0.039250676
2005-12-05,5.504382e-05,0.042242657,0.8509701,0.89321274,0.0016108202,0.040135026
2005-12-06,0.00034730206,0.06695798,0.791869,0.858827,0.0014419269,0.037972715
2005-12-07,0.00017770771,0.061754458,0.8083285,0.870083,0.0014995636,0.0387242
2005-12-08,4.7765418e-05,0.047856428,0.8468776,0.894734,0.0014049326,0.03748243
2005-12-09,3.9192502e-05,0.043751553,0.8404839,0.88423544,0.0016793653,0.04098006
2005-12-12,5.234732e-05,0.043586366,0.84387094,0.8874573,0.0015697192,0.03961968
2005-12-13,4.267278e-05,0.048440535,0.8434299,0.89187044,0.0014347481,0.03787807
2005-12-14,0.00014840702,0.06226976,0.8043524,0.86662215,0.0013143544,0.036254026
2005-12-15,0.00011979322,0.051546838,0.8231072,0.874654,0.0013397452,0.03660253
2005-12-16,4.798246e-05,0.04413508,0.8395844,0.8837195,0.0014272606,0.037779104
2005-12-19,3.2089032e-05,0.040852394,0.861793,0.90264535,0.0012513313,0.03537416
2005-12-20,6.8139794e-05,0.05459948,0.82959145,0.8841909,0.001146607,0.033861585
2005-12-21,0.00015531907,0.06593773,0.80194104,0.8678788,0.0010197648,0.03193376
2005-12-22,9.6892385e-05,0.055084374,0.82281613,0.8779005,0.0009852741,0.031389076
2005-12-23,1.520759e-05,0.02646799,0.87095255,0.8974205,0.0014487052,0.03806186
2005-12-27,9.8062206e-05,0.049760852,0.81546247,0.86522335,0.0013449553,0.03667363
2005-12-28,7.859892e-06,0.02889446,0.87283015,0.90172464,0.0017775458,0.04216095
2005-12-29,0.00017927625,0.071152486,0.78640157,0.8575541,0.0015979421,0.03997427
2005-12-30,4.2708798e-05,0.046705384,0.8424892,0.88919455,0.0014596136,0.03820489
2006-01-03,5.0271658e-05,0.053059075,0.82762897,0.8806881,0.0012724213,0.035671014
2006-01-04,2.7175069e-05,0.0439967,0.8350819,0.87907857,0.0012623057,0.03552894
2006-01-05,4.470865e-05,0.045231316,0.8327026,0.8779339,0.0011556318,0.033994585
2006-01-06,2.9909808e-05,0.03664426,0.85126305,0.8879073,0.0012337286,0.035124473
2006-01-09,6.7053836e-05,0.049700078,0.83054674,0.8802468,0.0010873324,0.032974724
2006-01-10,4.4798984e-05,0.054334525,0.8253674,0.8797019,0.0010020413,0.031655036
2006-01-11,7.4917574e-05,0.053195495,0.8248325,0.878028,0.0008735914,0.02955658
2006-01-12,0.00021315199,0.07204253,0.7761255,0.848168,0.00080128724,0.028307017
2006-01-13,0.00012128186,0.058539454,0.797139,0.85567844,0.0009104286,0.03017331
2006-01-17,0.00012390815,0.0593906,0.8016061,0.8609967,0.0008640068,0.029393993
2006-01-18,0.00012866117,0.060332097,0.8016094,0.8619415,0.000921759,0.030360484
2006-01-19,8.937807e-05,0.052674726,0.8090761,0.8617508,0.0010368844,0.03220069
2006-01-20,0.0002817258,0.06625145,0.7832626,0.84951407,0.00095885916,0.030965451
2006-01-23,0.00018476335,0.06324815,0.7918564,0.85510457,0.0011460787,0.033853784
2006-01-24,3.722525e-05,0.03612468,0.84423405,0.88035876,0.0014872161,0.03856444
2006-01-25,9.6806776e-05,0.052350894,0.82428455,0.87663543,0.0012985421,0.03603529
2006-01-26,9.270409e-05,0.05208193,0.8221221,0.87420404,0.0012020078,0.034669984
2006-01-27,0.0002366473,0.07483295,0.76345134,0.8382843,0.0011205082,0.03347399
2006-01-30,0.0006431005,0.08245378,0.75124586,0.83369964,0.0011240889,0.033527434
2006-01-31,0.00021163328,0.06197727,0.7933045,0.8552818,0.002511093,0.050110806
2006-02-01,8.1235434e-05,0.047808453,0.83829236,0.8861008,0.0022073667,0.046982624
2006-02-02,4.464267e-05,0.04024392,0.83966106,0.879905,0.0021377816,0.04623615
2006-02-03,0.00017727698,0.05703417,0.8028782,0.8599124,0.0019174004,0.04378813
2006-02-06,0.000117122196,0.05224329,0.8251292,0.8773725,0.0017732306,0.042109746
2006-02-07,7.612125e-05,0.05057225,0.81731796,0.86789024,0.0018690509,0.043232523
2006-02-08,8.350634e-05,0.059329227,0.82198536,0.8813146,0.0016186502,0.04023245
2006-02-09,0.0003113912,0.07928663,0.7671944,0.846481,0.0014285787,0.037796546
2006-02-10,0.0002613944,0.078007415,0.76616496,0.84417236,0.0014966257,0.038686246
2006-02-13,0.00014034854,0.064750865,0.8050955,0.86984634,0.0014455634,0.038020566
2006-02-14,0.00010433127,0.055477038,0.8164128,0.8718898,0.0013105373,0.036201343
2006-02-15,7.159583e-05,0.048268616,0.83384395,0.88211256,0.0011919725,0.034524955
2006-02-16,0.0001709815,0.065655984,0.79362565,0.85928166,0.0010676573,0.032675024
2006-02-17,0.000112183836,0.0538712,0.81448656,0.8683578,0.0010244608,0.0320072
2006-02-21,0.0001536378,0.057743713,0.80259186,0.8603356,0.00094909454,0.030807378
2006-02-22,8.41916e-05,0.054027386,0.82192963,0.875957,0.0012296005,0.03506566
2006-02-23,0.00011030802,0.0509109,0.8068809,0.8577918,0.0012866694,0.035870176
2006-02-24,0.00026952187,0.07500572,0.7736219,0.8486276,0.001177462,0.034314167
2006-02-27,0.00017672408,0.060563557,0.78161424,0.8421778,0.0013489226,0.03672768
2006-02-28,3.2091666e-05,0.040679984,0.85026413,0.8909441,0.0013612941,0.03689572
2006-03-01,0.00010958705,0.05825287,0.8056524,0.86390525,0.0011944742,0.034561165
2006-03-02,5.6750177e-06,0.022180203,0.90015346,0.92233366,0.0010724195,0.032747816
2006-03-03,5.358123e-05,0.047988612,0.83406967,0.88205826,0.0009713918,0.031167159
2006-03-06,2.4926236e-05,0.033406224,0.87284243,0.9062486,0.000864777,0.029407091
2006-03-07,8.048376e-06,0.028427057,0.8882681,0.9166952,0.00082384684,0.028702732
2006-03-08,3.1011834e-05,0.038935814,0.8587949,0.89773077,0.00075112487,0.027406657
2006-03-09,4.9521565e-05,0.045693662,0.8430438,0.88873744,0.000676826,0.02601588
2006-03-10,8.773448e-05,0.05280737,0.8202728,0.8730802,0.0006223462,0.024946867
2006-03-13,1.9557709e-05,0.034271218,0.87110674,0.905378,0.00060074375,0.024510074
2006-03-14,4.518325e-05,0.048581947,0.8365149,0.88509685,0.00063914637,0.025281344
2006-03-15,4.835202e-05,0.043823868,0.83957434,0.8833982,0.00060484046,0.024593504
2006-03-16,8.339448e-06,0.026011067,0.89315236,0.9191634,0.0005566224,0.023592846
2006-03-17,4.5855286e-05,0.04838347,0.8336839,0.8820674,0.0005132897,0.022655899
2006-03-20,1.0345908e-05,0.028466046,0.881494,0.90996003,0.0005166928,0.022730878
2006-03-21,8.343842e-06,0.029251898,0.8857086,0.91496044,0.0004936751,0.022218801
